--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed  |  Rel. |    Aki    |    fik    | Acc. |          Ei           Ek           |                   Configurations                      |      Terms     |  Ji   Jk  | gi   gk |Type|      TP  | Line  |
     Wavelength |  Int. |    s^-1   |           |      |         (eV)         (eV)          |                                                       |                |           |         |    |     Ref. | Ref.  |
      Air (nm)  |  (?)  |           |           |      |                                    |                                                       |                |           |         |    |          |       |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      440.4750  |  1200 | 2.75e+07  | 1.03e-01  | B+   |    1.5573567    -     4.3713502    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - z 5G* |   3 - 4   |  7 - 9  |    |       27 |   56  |
      441.5122  |   300 | 1.19e+07  | 4.87e-02  | B+   |    1.6078951    -     4.4152778    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - z 5G* |   2 - 3   |  5 - 7  |    |       27 |   56  |
      442.7299  |   600 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      446.1652  |   400 | 2.95e+04  | 1.23e-04  | B+   |    0.0872854    -     2.8653908    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 7F* |   2 - 3   |  5 - 7  |    |        1 |   56  |
      446.6551  |   120 | 1.2e+07   | 5.0e-02   | C+   |    2.8315904    -     5.6066489    |          3p6.3d7.(4P).4s - 3p6.3d6.(a 3P).4s.4p.(3P*) |  b 3P  - *     |   2 - 3   |  5 - 7  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      447.6017  |    80 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      448.2169  |    80 | 2.10e+04  | 1.05e-04  | B+   |    0.110114     -     2.8755030    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 7F* |   1 - 2   |  3 - 5  |    |        1 |   56  |
      448.2252  |   200 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      448.9739  |    50 | 1.19e+04  | 1.08e-04  | B+   |    0.121265     -     2.8819919    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 7F* |   0 - 1   |  1 - 3  |    |        1 |   56  |
      452.8613  |    50 | 5.44e+06  | 2.15e-02  | B+   |    2.1759442    -     4.9129727    |          3p6.3d7.(4P).4s - 3p6.3d6.(5D).4s.4p.(1P*)   |  a 5P  - x 5D* |   3 - 4   |  7 - 9  |    |       28 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      464.7433  |    30 | 1.4e+06   | 4.5e-03   | D    |    2.9487921    -     5.6158448    |              3p6.3d6.4s2 - 3p6.3d6.(3H).4s.4p.(3P*)   |  b 3G  - y 3G* |   5 - 5   | 11 - 11 |    |      14n |   56  |
      473.6771  |    30 | 4.9e+06   | 2.0e-02   | C+   |    3.2111889    -     5.8279399    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d7.(4F).5s            |  z 5D* - e 5F  |   4 - 5   |  9 - 11 |    |    4n,5n |   56  |
      485.9741  |    50 | 1.3e+07   | 2.8e-02   | C+   |    2.8755030    -     5.4260416    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7F* - e 7D  |   2 - 1   |  5 - 3  |    |    4n,5n |   56  |
      487.1317  |   120 | 2.2e+07   | 5.6e-02   | C+   |    2.8653908    -     5.4098684    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7F* - e 7D  |   3 - 2   |  7 - 5  |    |       4n |   56  |
      487.2136  |    60 | 2.4e+07   | 8.5e-02   | C+   |    2.8819919    -     5.4260416    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7F* - e 7D  |   1 - 1   |  3 - 3  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      487.8208  |    30 | 9.1e+06   | 9.7e-02   | C    |    2.8851585    -     5.4260416    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7F* - e 7D  |   0 - 1   |  1 - 3  |    |       4n |   56  |
      489.0754  |   100 | 2.1e+07   | 7.5e-02   | C+   |    2.8755030    -     5.4098684    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7F* - e 7D  |   2 - 2   |  5 - 5  |    |       4n |   56  |
      489.1492  |   250 | 2.9e+07   | 8.1e-02   | C+   |    2.8512243    -     5.3852073    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7F* - e 7D  |   4 - 3   |  9 - 7  |    |       4n |   56  |
      490.3309  |    30 | 4.7e+06   | 2.8e-02   | C    |    2.8819919    -     5.4098684    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7F* - e 7D  |   1 - 2   |  3 - 5  |    |    4n,5n |   56  |
      491.8992  |   150 | 1.7e+07   | 6.2e-02   | C+   |    2.8653908    -     5.3852073    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7F* - e 7D  |   3 - 3   |  7 - 7  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      492.0502  |   500 | 3.5e+07   | 1.0e-01   | C+   |    2.8325265    -     5.3515702    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7F* - e 7D  |   5 - 4   | 11 - 9  |    |       4n |   56  |
      495.7597  |  1500 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      500.1862  |    80 | 3.9e+07   | 1.1e-01   | C+   |    3.8816032    -     6.3596726    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (4D).5s   |  z 3F* - e 3D  |   4 - 3   |  9 - 7  |    |       4n |   56  |
      500.5711  |    30 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      500.6117  |   100 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      501.2067  |    60 | 5.50e+04  | 2.07e-04  | B+   |    0.8589955    -     3.3320192    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5F* |   5 - 5   | 11 - 11 |    |        3 |   56  |
      501.4941  |    30 | 3.0e+07   | 8.1e-02   | C+   |    3.9433255    -     6.4149321    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (4D).5s   |  z 3F* - e 3D  |   3 - 2   |  7 - 5  |    |       4n |   56  |
      503.077   |    25 | 2.0e+04   | 8.8e-05   | D    |    3.2367194    -     5.700545?    |          3p6.3d7.(2H).4s - 3p6.3d6.(3H).4s.4p.(3P*)   |  b 3H  - z 3I* |   6 - 7   | 13 - 15 |    |       5n |   56  |
      504.1755  |   150 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      504.9819  |    30 | 1.4e+06   | 7.5e-03   | C    |    2.2786039    -     4.7331399    |              3p6.3d6.4s2 - 3p6.3d7.(4F).4p            | a 3P2  - y 3D* |   2 - 3   |  5 - 7  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      505.1634  |    30 | 4.66e+04  | 1.78e-04  | B+   |    0.9146016    -     3.3682561    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5F* |   4 - 4   |  9 - 9  |    |        3 |   56  |
      507.4748  |    25 | 1.5e+07   | 7.1e-02   | C+   |    4.2203615    -     6.6628401    |          3p6.3d7.(4F).4p - 3p6.3d7.(4F).4d            |  y 5F* - e 3G  |   4 - 5   |  9 - 11 |    |       4n |   56  |
      511.0357  |   150 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      513.369   |    40 | 2.7e+07   | 1.3e-01   | D    |    4.1776962    -     6.592137     |          3p6.3d7.(4F).4p - 3p6.3d7.(4F).4d            |  y 5F* - f 5G  |   5 - 6   | 11 - 13 |    |        9 |   56  |
      513.9251  |    40 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      513.9462  |   100 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      515.1910  |    25 | 2.39e+04  | 1.59e-04  | B+   |    1.011055     -     3.4169523    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5F* |   1 - 2   |  3 - 5  |    |        3 |   56  |
      516.227   |    30 | 2.4e+07   | 9.6e-02   | D    |    4.1776962    -     6.578755     |          3p6.3d7.(4F).4p - 3p6.3d7.(4F).4d            |  y 5F* - g 5F  |   5 - 5   | 11 - 11 |    |       9n |   56  |
      516.6281  |    80 | 1.45e+03  | 7.10e-06  | B+   |    0.0          -     2.3992047    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 7D* |   4 - 5   |  9 - 11 |    |        1 |   56  |
      516.7487  |  2500 | 2.0e+06   | 6.2e-03   | C    |    1.4848637    -     3.8835086    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 3F  - z 3D* |   4 - 3   |  9 - 7  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      516.8897  |    80 | 3.83e+03  | 1.53e-05  | B+   |    0.0515690    -     2.4495597    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 7D* |   3 - 3   |  7 - 7  |    |        1 |   56  |
      517.1595  |   500 | 4.46e+05  | 1.79e-03  | B+   |    1.4848637    -     3.8816032    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 3F  - z 3F* |   4 - 4   |  9 - 9  |    |       27 |   56  |
      519.1454  |    50 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      519.2343  |    80 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      519.4941  |   200 | 2.87e+05  | 1.16e-03  | B+   |    1.5573567    -     3.9433255    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 3F  - z 3F* |   3 - 3   |  7 - 7  |    |       27 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      520.4582  |    30 | 2.29e+03  | 9.30e-06  | B+   |    0.0872854    -     2.4688345    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 7D* |   2 - 2   |  5 - 5  |    |        1 |   56  |
      521.5179  |    25 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      521.6274  |   150 | 3.47e+05  | 1.42e-03  | B+   |    1.6078951    -     3.9841062    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 3F  - z 3F* |   2 - 2   |  5 - 5  |    |       27 |   56  |
      522.6862  |    60 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      522.7150  |  1000 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      523.2939  |   250 | 1.4e+07   | 7.0e-02   | C+   |    2.9398458    -     5.3084895    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7P* - e 7D  |   4 - 5   |  9 - 11 |    |    4n,5n |   56  |
      526.6555  |   100 | 8.6e+06   | 4.6e-02   | C+   |    2.9980448    -     5.3515702    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7P* - e 7D  |   3 - 4   |  7 - 9  |    |       4n |   56  |
      526.9537  |  1200 | 1.27e+06  | 4.33e-03  | B+   |    0.8589955    -     3.2111889    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5D* |   5 - 4   | 11 - 9  |    |        3 |   56  |
      527.0357  |   800 | 2.5e+06   | 6.2e-03   | C    |    1.6078951    -     3.9597223    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 3F  - z 3D* |   2 - 1   |  5 - 3  |    |       4n |   56  |
      528.1789  |    30 | 3.3e+06   | 1.9e-02   | C    |    3.0384705    -     5.3852073    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7P* - e 7D  |   2 - 3   |  5 - 7  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      528.3621  |    60 | 8.0e+06   | 3.4e-02   | D    |    3.2409687    -     5.5868922    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5D* - e 5D  |   3 - 3   |  7 - 7  |    |       9n |   56  |
      530.2299  |    25 | 6.3e+06   | 4.4e-02   | C+   |    3.2830240    -     5.6206837    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5D* - e 5D  |   1 - 2   |  3 - 5  |    |       4n |   56  |
      532.4178  |   150 | 1.5e+07   | 6.4e-02   | C+   |    3.2111889    -     5.5392422    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5D* - e 5D  |   4 - 4   |  9 - 9  |    |    4n,5n |   56  |
      532.8038  |   800 | 1.15e+06  | 3.81e-03  | B+   |    0.9146016    -     3.2409687    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5D* |   4 - 3   |  9 - 7  |    |        3 |   56  |
      532.8531  |   300 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      533.2899  |   100 | 3.0e+04   | 1.6e-04   | D    |    1.5573567    -     3.8816032    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 3F  - z 3F* |   3 - 4   |  7 - 9  |    |       30 |   56  |
      533.9928  |    80 | 7.0e+06   | 4.2e-02   | C+   |    3.2657053    -     5.5868922    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5D* - e 5D  |   2 - 3   |  5 - 7  |    |       4n |   56  |
      534.1023  |   500 | 4.1e+05   | 1.8e-03   | D    |    1.6078951    -     3.9286060    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 3F  - z 3D* |   2 - 2   |  5 - 5  |    |       9n |   56  |
      536.487   |    25 | 5.5e+07   | 3.3e-01   | D    |    4.4456267    -     6.756027     |          3p6.3d7.(4F).4p - 3p6.3d7.(4F).4d            |  z 5G* - e 5H  |   2 - 3   |  5 - 7  |    |       9n |   56  |
      536.747   |    40 | 5.8e+07   | 3.2e-01   | C+   |    4.4152778    -     6.724550     |          3p6.3d7.(4F).4p - 3p6.3d7.(4F).4d            |  z 5G* - e 5H  |   3 - 4   |  7 - 9  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      536.996   |    50 | 4.7e+07   | 2.5e-01   | C+   |    4.3713502    -     6.679557?    |          3p6.3d7.(4F).4p - 3p6.3d7.(4F).4d            |  z 5G* - e 5H  |   4 - 5   |  9 - 11 |    |       4n |   56  |
      537.1489  |   400 | 1.05e+06  | 3.25e-03  | B+   |    0.9581568    -     3.2657053    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5D* |   3 - 2   |  7 - 5  |    |        3 |   56  |
      538.337   |    60 | 5.6e+07   | 2.9e-01   | C+   |    4.3124697    -     6.614926?    |          3p6.3d7.(4F).4p - 3p6.3d7.(4F).4d            |  z 5G* - e 5H  |   5 - 6   | 11 - 13 |    |    4n,5n |   56  |
      539.3167  |    40 | 3.1e+06   | 1.7e-02   | C+   |    3.2409687    -     5.5392422    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5D* - e 5D  |   3 - 4   |  7 - 9  |    |       4n |   56  |
      539.7127  |   300 | 2.59e+05  | 1.13e-03  | B+   |    0.9146016    -     3.2111889    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5D* |   4 - 4   |  9 - 9  |    |        3 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      540.412   |    60 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      540.5774  |   250 | 1.09e+06  | 2.87e-03  | B+   |    0.9901105    -     3.2830240    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5D* |   2 - 1   |  5 - 3  |    |        3 |   56  |
      541.091   |    30 | 4.8e+07   | 2.7e-01   | C+   |    4.4732710    -     6.764008?    |          3p6.3d7.(4F).4p - 3p6.3d7.(4F).4d            |  z 3G* - e 3H  |   3 - 4   |  7 - 9  |    |    4n,5n |   56  |
      541.520   |    60 | 5.6e+07   | 2.9e-01   | C+   |    4.3864622    -     6.675388?    |          3p6.3d7.(4F).4p - 3p6.3d7.(4F).4d            |  z 3G* - e 3H  |   5 - 6   | 11 - 13 |    |    4n,5n |   56  |
      542.407   |    60 | 5.0e+07   | 2.5e-01   | D    |    4.320098     -     6.605278?    |          3p6.3d7.(4F).4p - 3p6.3d7.(4F).4d            |  z 5G* - e 5H  |   6 - 7   | 13 - 15 |    |       9n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      542.9695  |   250 | 4.27e+05  | 1.89e-03  | B+   |    0.9581568    -     3.2409687    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5D* |   3 - 3   |  7 - 7  |    |        3 |   56  |
      543.4523  |   100 | 1.71e+06  | 2.53e-03  | B+   |    1.011055     -     3.2918393    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5D* |   1 - 0   |  3 - 1  |    |        3 |   56  |
      544.6871  |   200 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      545.545   |    25 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      545.5609  |   120 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      549.7516  |    25 | 6.25e+04  | 4.72e-04  | B+   |    1.011055     -     3.2657053    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5D* |   1 - 2   |  3 - 5  |    |        3 |   56  |
      550.1464  |    20 | 2.7e+04   | 1.6e-04   | D    |    0.9581568    -     3.2111889    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5D* |   3 - 4   |  7 - 9  |    |       4n |   56  |
      550.6778  |    30 | 5.01e+04  | 3.19e-04  | B+   |    0.9901105    -     3.2409687    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 5D* |   2 - 3   |  5 - 7  |    |        3 |   56  |
      556.9618  |    30 | 2.1e+07   | 5.9e-02   | C+   |    3.4169523    -     5.6424151    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5F* - e 5D  |   2 - 1   |  5 - 3  |    |       4n |   56  |
      557.2841  |    60 | 2.1e+07   | 7.0e-02   | C+   |    3.3965082    -     5.6206837    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5F* - e 5D  |   3 - 2   |  7 - 5  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      558.6755  |   120 | 1.9e+07   | 6.9e-02   | C+   |    3.3682561    -     5.5868922    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5F* - e 5D  |   4 - 3   |  9 - 7  |    |    4n,5n |   56  |
      561.5644  |   200 | 1.7e+07   | 6.6e-02   | C+   |    3.3320192    -     5.5392422    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5F* - e 5D  |   5 - 4   | 11 - 9  |    |       4n |   56  |
      562.4541  |    20 | 5.3e+06   | 2.5e-02   | C+   |    3.4169523    -     5.6206837    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5F* - e 5D  |   2 - 2   |  5 - 5  |    |       4n |   56  |
      566.2515  |    50 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      576.2990  |    20 | 1.0e+07   | 7.0e-02   | C+   |    4.2088825    -     6.3596726    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (4D).5s   |  z 3P* - e 3D  |   2 - 3   |  5 - 7  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      586.2353  |    30 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      591.4114  |    30 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      598.6956  |    30 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      606.5482  |    40 | 1.07e+06  | 5.90e-03  | B+   |    2.6085015    -     4.6520303    |              3p6.3d6.4s2 - 3p6.3d7.(4F).4p            | b 3F2  - y 3F* |   2 - 2   |  5 - 5  |    |       29 |   56  |
      610.2159  |    30 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      613.6614  |    40 | 1.01e+06  | 4.44e-03  | B+   |    2.4534295    -     4.4732710    |              3p6.3d6.4s2 - 3p6.3d7.(4F).4p            |  a 3H  - z 3G* |   4 - 3   |  9 - 7  |    |       28 |   56  |
      613.7694  |    40 | 1.00e+06  | 5.65e-03  | B+   |    2.5881060    -     4.6075922    |              3p6.3d6.4s2 - 3p6.3d7.(4F).4p            | b 3F2  - y 3F* |   3 - 3   |  7 - 7  |    |       29 |   56  |
      619.1558  |    40 | 4.9e+05   | 2.3e-03   | D    |    2.4326944    -     4.4346121    |              3p6.3d6.4s2 - 3p6.3d7.(4F).4p            |  a 3H  - z 3G* |   5 - 4   | 11 - 9  |    |      14n |   56  |
      621.3429  |    30 | 1.3e+05   | 7.5e-04   | D    |    2.2227112    -     4.2175824    |          3p6.3d7.(4P).4s - 3p6.3d7.(4F).4p            |  a 5P  - y 5D* |   1 - 1   |  3 - 3  |    |       30 |   56  |
      621.9279  |    30 | 1.27e+05  | 7.37e-04  | B+   |    2.1978654    -     4.1908599    |          3p6.3d7.(4P).4s - 3p6.3d7.(4F).4p            |  a 5P  - y 5D* |   2 - 2   |  5 - 5  |    |       28 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      623.0726  |    40 | 1.00e+06  | 5.82e-03  | B+   |    2.5591712    -     4.5485043    |              3p6.3d6.4s2 - 3p6.3d7.(4F).4p            | b 3F2  - y 3F* |   4 - 4   |  9 - 9  |    |       29 |   56  |
      624.6317  |    20 | 2.7e+06   | 1.6e-02   | D    |    3.6025244    -     5.5868922    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5P* - e 5D  |   3 - 3   |  7 - 7  |    |      14n |   56  |
      625.2554  |    30 | 3.19e+05  | 1.58e-03  | B+   |    2.4040738    -     4.3864622    |              3p6.3d6.4s2 - 3p6.3d7.(4F).4p            |  a 3H  - z 3G* |   6 - 5   | 13 - 11 |    |       28 |   56  |
      639.3602  |    20 | 4.4e+05   | 2.2e-03   | D    |    2.4326944    -     4.3713502    |              3p6.3d6.4s2 - 3p6.3d7.(4F).4p            |  a 3H  - z 5G* |   5 - 4   | 11 - 9  |    |   14n,30 |   56  |
      639.9999  |    30 | 5.5e+06   | 4.3e-02   | D    |    3.6025244    -     5.5392422    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5P* - e 5D  |   3 - 4   |  7 - 9  |    |      14n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      641.1647  |    20 | 3.5e+06   | 3.0e-02   | D    |    3.6536926    -     5.5868922    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 5P* - e 5D  |   2 - 3   |  5 - 7  |    |      14n |   56  |
      642.1349  |    20 | 3.04e+05  | 1.88e-03  | B+   |    2.2786039    -     4.2088825    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   | a 3P2  - z 3P* |   2 - 2   |  5 - 5  |    |       28 |  278  |
      643.0844  |    30 | 1.77e+05  | 1.41e-03  | B+   |    2.1759442    -     4.1033730    |          3p6.3d7.(4P).4s - 3p6.3d7.(4F).4p            |  a 5P  - y 5D* |   3 - 4   |  7 - 9  |    |       28 |  278  |
      649.4981  |    60 | 7.67e+05  | 4.11e-03  | B+   |    2.4040738    -     4.3124697    |              3p6.3d6.4s2 - 3p6.3d7.(4F).4p            |  a 3H  - z 5G* |   6 - 5   | 13 - 11 |    |       28 |   56  |
      654.6239  |    20 | 7.0e+05   | 3.2e-03   | D    |    2.7585773    -     4.6520303    |          3p6.3d7.(2G).4s - 3p6.3d7.(4F).4p            |  a 3G  - y 3F* |   3 - 2   |  7 - 5  |    |      14n |  278  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      659.2913  |    20 | 5.5e+05   | 2.8e-03   | D    |    2.7275440    -     4.6075922    |          3p6.3d7.(2G).4s - 3p6.3d7.(4F).4p            |  a 3G  - y 3F* |   4 - 3   |  9 - 7  |    |      14n |   56  |
      667.7989  |    40 | 5.6e+05   | 3.1e-03   | D    |    2.6924072    -     4.5485043    |          3p6.3d7.(2G).4s - 3p6.3d7.(4F).4p            |  a 3G  - y 3F* |   5 - 4   | 11 - 9  |    |      14n |   56  |
      685.518   |    15 |           |           |      |                                    |                                                       |                |           |         |    |          |  278  |
      694.521   |    15 | 9.12e+04  | 1.10e-03  | B+   |    2.4241975    -     4.2088825    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   | a 3P2  - z 3P* |   1 - 2   |  3 - 5  |    |       28 |  278  |
      713.094   |    15 | 4.3e+06   | 5.5e-02   | C    |    4.2175824    -     5.9557872    |          3p6.3d7.(4F).4p - 3p6.3d7.(4F).5s            |  y 5D* - e 5F  |   1 - 2   |  3 - 5  |    |       5n |  278  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      716.4443  |    25 |           |           |      |                                    |                                                       |                |           |         |    |          |  278  |
      718.7313  |    80 |           |           |      |                                    |                                                       |                |           |         |    |          |  278  |
      720.7381  |    30 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      744.5746  |    30 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      749.5059  |    40 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      751.1045  |    60 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      758.604   |    15 |           |           |      |                                    |                                                       |                |           |         |    |          |  278  |
      778.059   |    30 |           |           |      |                                    |                                                       |                |           |         |    |          |  278  |
